Inventory_ID,Store_ID,Product_ID,Stock_On_Hand,Reorder_Level,Safety_Stock,Inventory_Value,Last_Updated_Date,Update_Status,Is_Overstock
INV000581,ST01,P0589,6,18,6,1997.64,2025-12-14,Updated,No
INV002851,ST06,P0031,407,80,29,148750.36,2025-12-19,Updated,Yes
INV006111,ST12,P0017,84,87,42,16417.8,2025-12-25,Updated,No
INV005960,ST11,P0443,16,42,14,1193.76,2025-12-13,Updated,No
INV000942,ST02,P0351,18,46,21,4567.5,2025-12-03,Updated,No
INV003872,ST07,P0539,5,16,6,2812.35,2025-12-03,Updated,No
INV001949,ST04,P0207,21,38,15,2162.16,2025-12-21,Updated,No
INV004202,ST08,P0309,23,36,11,7783.2,2025-12-12,Updated,No
INV002179,ST04,P0469,39,67,28,3744.78,2025-12-03,Updated,No
INV005479,ST10,P0503,9,23,8,8784.45,2025-12-13,Updated,No
INV002943,ST06,P0130,22,37,15,10329.22,2025-12-07,Updated,No
INV000652,ST02,P0061,11,35,11,2036.21,2025-12-07,Updated,No
INV003449,ST07,P0087,14,41,18,1097.32,2025-12-14,Updated,No
INV002036,ST04,P0310,34,9,2,9380.6,2025-12-10,Updated,No
INV003522,ST07,P0162,68,74,34,10844.64,2025-12-05,Updated,No
INV000665,ST02,P0074,75,86,29,6816.75,2025-12-10,Updated,No
INV000183,ST01,P0186,22,45,21,4685.12,2025-12-12,Updated,No
INV005789,ST11,P0250,52,11,5,17166.24,2025-12-16,Updated,No
INV005858,ST11,P0330,5,16,4,2137.75,2025-12-05,Updated,No
INV003807,ST07,P0471,91,8,3,22557.08,2025-12-26,Updated,No
INV004010,ST08,P0093,10,46,14,242.5,2025-12-26,Updated,No
INV004592,ST09,P0148,18,35,16,6926.76,2025-12-10,Updated,No
INV000896,ST02,P0305,22,46,16,10520.62,2025-12-19,Updated,No
INV003740,ST07,P0400,45,72,28,5891.85,2025-12-24,Updated,No
INV002770,ST05,P0540,67,11,3,45805.22,2025-12-15,Updated,No
INV000741,ST02,P0150,56,86,37,4004.56,2025-12-08,Updated,No
INV005686,ST11,P0131,8,36,11,2611.36,2025-12-14,Updated,No
INV003976,ST08,P0055,63,64,30,19295.01,2025-12-05,Updated,No
INV000619,ST02,P0028,29,41,14,2752.68,2025-12-27,Updated,No
INV000319,ST01,P0323,14,37,14,1486.66,2025-12-29,Updated,No
INV000333,ST01,P0337,21,32,10,4526.34,2025-12-26,Updated,No
INV001178,ST02,P0587,25,33,12,6978.75,2025-12-24,Updated,No
INV006565,ST12,P0497,8,16,5,1584.16,2025-12-11,Updated,No
INV001880,ST04,P0131,21,39,17,6854.82,2025-12-19,Updated,No
INV005724,ST11,P0173,26,33,13,6826.3,2025-12-02,Updated,No
INV001934,ST04,P0190,20,44,17,4674.2,2025-12-29,Updated,No
INV002477,ST05,P0207,19,37,16,1956.24,2025-12-24,Updated,No
INV005535,ST10,P0562,25,33,14,18224.75,2025-12-03,Updated,No
INV006349,ST12,P0265,61,79,33,7821.42,2025-12-02,Updated,No
INV001741,ST03,P0573,7,18,8,14892.99,2025-12-05,Updated,No
INV001721,ST03,P0551,0,47,19,0.0,2025-12-31,Updated,No
INV001882,ST04,P0133,90,77,26,15889.5,2025-12-04,Updated,No
INV002197,ST04,P0491,7,17,7,4988.06,2025-12-13,Updated,No
INV002576,ST05,P0317,23,47,19,3210.11,2025-12-24,Updated,No
INV006144,ST12,P0051,65,92,28,14660.75,2025-12-26,Updated,No
INV003013,ST06,P0210,11,44,20,1102.75,,Not Updated,No
INV005833,ST11,P0300,62,11,4,4490.04,2025-12-20,Updated,No
INV005751,ST11,P0204,157,18,8,37858.98,2025-12-09,Updated,Yes
INV000708,ST02,P0117,29,74,34,408.9,2025-12-22,Updated,No
INV000421,ST01,P0426,47,9,4,4716.45,2025-12-25,Updated,No
INV002692,ST05,P0447,398,74,32,17519.96,2025-12-06,Updated,Yes
INV002156,ST04,P0440,0,86,29,0.0,2025-12-18,Updated,No
INV006084,ST11,P0588,7,19,6,1349.88,2025-12-10,Updated,No
INV004483,ST09,P0027,10,37,18,5452.8,2025-12-12,Updated,No
INV005500,ST10,P0525,6,17,7,4715.28,2025-12-02,Updated,No
INV001522,ST03,P0346,68,93,29,9044.0,,Not Updated,No
INV001663,ST03,P0491,8,17,6,5700.64,2025-12-06,Updated,No
INV000071,ST01,P0072,514,79,29,42759.66,2025-12-05,Updated,Yes
INV002489,ST05,P0220,29,44,14,9789.24,2025-12-17,Updated,No
INV000806,ST02,P0215,35,72,35,742.7,2025-12-01,Updated,No
INV001483,ST03,P0306,15,43,20,1589.4,2025-12-26,Updated,No
INV003121,ST06,P0322,49,11,4,23457.77,2025-12-21,Updated,No
INV000255,ST01,P0259,7,19,7,2337.16,2025-12-25,Updated,No
INV001881,ST04,P0132,57,87,26,12323.4,2025-12-08,Updated,No
INV006128,ST12,P0034,22,32,11,7347.56,2025-12-01,Updated,No
INV001713,ST03,P0543,4,16,6,2852.04,2025-12-23,Updated,No
INV001976,ST04,P0237,7,18,6,664.09,2025-12-08,Updated,No
INV006125,ST12,P0031,0,65,24,0.0,2025-12-03,Updated,No
INV002886,ST06,P0069,67,87,37,4400.56,2025-12-07,Updated,No
INV002366,ST05,P0079,35,72,23,6298.95,2025-12-03,Updated,No
INV006445,ST12,P0365,8,17,7,498.72,2025-12-13,Updated,No
INV003611,ST07,P0258,34,83,41,4303.04,2025-12-16,Updated,No
INV000030,ST01,P0031,67,69,27,24487.16,2025-12-02,Updated,No
INV000879,ST02,P0288,40,85,40,7226.4,2025-12-11,Updated,No
INV002063,ST04,P0340,73,70,34,15532.21,2025-12-11,Updated,No
INV001113,ST02,P0522,13,44,18,13439.14,2025-12-24,Updated,No
INV001706,ST03,P0536,0,39,18,0.0,2025-12-10,Updated,No
INV001562,ST03,P0386,69,17,5,37936.2,2025-12-04,Updated,No
INV004141,ST08,P0242,28,44,19,10130.68,2025-12-18,Updated,No
INV001926,ST04,P0182,513,87,37,266559.93,2025-12-26,Updated,Yes
INV001684,ST03,P0514,17,34,14,7710.86,2025-12-10,Updated,No
INV000924,ST02,P0333,6,18,6,311.04,2025-12-03,Updated,No
INV005629,ST11,P0067,23,45,21,3931.85,2025-12-17,Updated,No
INV000070,ST01,P0071,47,90,29,8747.64,2025-12-29,Updated,No
INV005893,ST11,P0368,17,44,16,7312.55,2025-12-23,Updated,No
INV000687,ST02,P0096,82,66,31,7916.28,2025-12-24,Updated,No
INV002925,ST06,P0110,23,37,15,4953.51,2025-12-07,Updated,No
INV006120,ST12,P0026,50,34,16,27423.0,2025-12-06,Updated,No
INV001626,ST03,P0453,67,76,28,2414.68,2025-12-28,Updated,No
INV004500,ST09,P0048,7,33,12,290.92,2025-12-14,Updated,No
INV006622,ST12,P0556,3,16,5,3585.87,2025-12-31,Updated,No
INV003661,ST07,P0312,26,35,14,6775.08,2025-12-17,Updated,No
INV004252,ST08,P0368,15,34,12,6452.25,2025-12-11,Updated,No
INV006539,ST12,P0465,67,79,29,7162.97,2025-12-11,Updated,No
INV001259,ST03,P0072,75,69,22,6239.25,2025-12-06,Updated,No
INV005681,ST11,P0126,23,41,19,7901.19,2025-12-30,Updated,No
INV001859,ST04,P0107,48,95,47,9249.12,2025-12-27,Updated,No
INV004638,ST09,P0201,0,41,18,0.0,2025-12-17,Updated,No
INV001646,ST03,P0474,20,39,15,11529.0,2025-12-25,Updated,No
INV004547,ST09,P0101,33,76,29,6791.07,2025-12-11,Updated,No
INV005118,ST10,P0122,22,38,17,3634.84,2025-12-10,Updated,No
INV001996,ST04,P0258,3661,89,29,463336.16,2025-12-08,Updated,Yes
INV002292,ST04,P0599,17,47,18,845.92,2025-12-12,Updated,No
INV001185,ST02,P0594,9,17,5,5206.59,2025-12-08,Updated,No
INV003657,ST07,P0307,22,39,19,5378.34,2025-12-04,Updated,No
INV004210,ST08,P0317,22,46,18,3070.54,2025-12-30,Updated,No
INV000571,ST01,P0579,20,35,13,44734.0,2025-12-10,Updated,No
INV003439,ST07,P0075,43,95,32,3074.93,2025-12-10,Updated,No
INV004893,ST09,P0482,23,40,16,5960.91,2025-12-11,Updated,No
INV003049,ST06,P0247,4,19,7,1693.72,2025-12-15,Updated,No
INV006484,ST12,P0405,316,42,18,62959.84,2025-12-05,Updated,Yes
INV003628,ST07,P0276,60,10,3,14616.6,2025-12-21,Updated,No
INV003357,ST06,P0587,13,32,13,3628.95,2025-12-02,Updated,No
INV001830,ST04,P0073,62,76,28,2983.44,2025-12-09,Updated,No
INV002845,ST06,P0024,0,36,15,0.0,2025-12-25,Updated,No
INV002672,ST05,P0424,61,9,3,6753.92,2025-12-10,Updated,No
INV004598,ST09,P0155,27,41,12,10818.36,2025-12-21,Updated,No
INV000309,ST01,P0313,25,33,16,9617.0,2025-12-30,Updated,No
INV002701,ST05,P0456,12,37,11,659.04,2025-12-20,Updated,No
INV004623,ST09,P0184,8,45,16,661.36,2025-12-03,Updated,No
INV003966,ST08,P0041,72,92,34,36914.4,2025-12-08,Updated,No
INV004147,ST08,P0248,10,21,10,1821.9,2025-12-30,Updated,No
INV002222,ST04,P0519,5,16,5,5420.3,2025-12-21,Updated,No
INV003844,ST07,P0508,7,21,8,6740.79,2025-12-17,Updated,No
INV004310,ST08,P0436,312,76,34,31181.28,2025-12-12,Updated,Yes
INV001051,ST02,P0460,10,43,13,1176.8,2025-12-27,Updated,No
INV005680,ST11,P0125,57,93,39,17946.45,2025-12-29,Updated,No
INV005944,ST11,P0424,51,9,3,5646.72,2025-12-04,Updated,No
INV004707,ST09,P0279,25,82,24,14938.25,2025-12-07,Updated,No
INV002614,ST05,P0361,8,23,9,3125.04,2025-12-05,Updated,No
INV002230,ST04,P0527,6,17,5,6047.28,2025-12-19,Updated,No
INV006105,ST12,P0011,33,82,30,992.97,2025-12-09,Updated,No
INV001995,ST04,P0257,184,36,16,42106.56,2025-12-31,Updated,Yes
INV003229,ST06,P0444,10,21,8,1060.2,2025-12-26,Updated,No
INV003129,ST06,P0331,9,20,8,3893.85,2025-12-20,Updated,No
INV002562,ST05,P0301,4,18,5,249.44,2025-12-20,Updated,No
INV004604,ST09,P0162,46,72,22,7336.08,2025-12-16,Updated,No
INV000214,ST01,P0218,72,78,27,10816.56,2025-12-13,Updated,No
INV002936,ST06,P0122,18,41,19,2973.96,,Not Updated,No
INV000511,ST01,P0519,7,19,8,7588.42,2025-12-13,Updated,No
INV002970,ST06,P0162,91,95,42,14512.68,2025-12-13,Updated,No
INV004758,ST09,P0334,19,32,9,3766.18,2025-12-14,Updated,No
INV001440,ST03,P0258,491,72,30,62140.96,2025-12-05,Updated,Yes
INV005282,ST10,P0297,221,36,13,60978.32,2025-12-10,Updated,Yes
INV004935,ST09,P0525,3,18,5,2357.64,2025-12-04,Updated,No
INV001052,ST02,P0461,13,37,13,1209.91,2025-12-24,Updated,No
INV003744,ST07,P0404,0,44,17,0.0,2025-12-26,Updated,No
INV001453,ST03,P0271,15,47,18,2175.0,2025-12-24,Updated,No
INV001676,ST03,P0505,16,33,14,3106.4,2025-12-02,Updated,No
INV002720,ST05,P0481,9,40,15,3253.5,2025-12-24,Updated,No
INV005773,ST11,P0232,91,69,30,50487.71,2025-12-13,Updated,No
INV003615,ST07,P0262,230,44,16,12965.1,2025-12-28,Updated,Yes
INV000151,ST01,P0153,65,77,24,22829.3,2025-12-26,Updated,No
INV005547,ST10,P0575,23,43,14,35418.85,2025-12-04,Updated,No
INV001742,ST03,P0574,61,18,7,109282.11,2025-12-24,Updated,No
INV005723,ST11,P0172,11,40,16,5731.99,2025-12-11,Updated,No
INV003481,ST07,P0119,94,80,29,34594.82,2025-12-03,Updated,No
INV001595,ST03,P0422,504,10,4,46579.68,2025-12-30,Updated,Yes
INV002306,ST05,P0014,71,68,27,34437.13,2025-12-26,Updated,No
INV003823,ST07,P0487,27,43,19,11476.35,2025-12-02,Updated,No
INV003668,ST07,P0320,25,70,21,1394.5,2025-12-07,Updated,No
INV002099,ST04,P0379,17,36,11,5921.95,2025-12-02,Updated,No
INV002053,ST04,P0329,27,46,18,1571.4,2025-12-07,Updated,No
INV001133,ST02,P0542,31,44,13,20000.58,2025-12-14,Updated,No
INV001239,ST03,P0050,79,87,30,17807.39,2025-12-13,Updated,No
INV005249,ST10,P0262,17,41,16,958.29,2025-12-15,Updated,No
INV003389,ST07,P0023,10,32,15,1042.5,2025-12-10,Updated,No
INV003355,ST06,P0585,58,8,3,11913.78,2025-12-03,Updated,No
INV006566,ST12,P0498,6,16,4,4697.34,2025-12-10,Updated,No
INV001970,ST04,P0231,72,94,34,42047.28,2025-12-18,Updated,No
INV003101,ST06,P0302,12,43,13,3619.32,2025-12-18,Updated,No
INV000724,ST02,P0133,75,65,30,13241.25,2025-12-05,Updated,No
INV004699,ST09,P0270,189,40,14,11230.38,2025-12-11,Updated,Yes
INV005310,ST10,P0325,203,45,14,72986.62,2025-12-27,Updated,Yes
INV000334,ST01,P0338,66,11,4,18433.14,2025-12-23,Updated,No
INV004220,ST08,P0331,3,21,8,1297.95,2025-12-04,Updated,No
INV002301,ST05,P0009,30,73,26,8599.8,2025-12-28,Updated,No
INV000837,ST02,P0246,16,41,12,4017.6,2025-12-17,Updated,No
INV006579,ST12,P0511,30,38,13,7344.3,2025-12-02,Updated,No
INV005950,ST11,P0432,6,22,10,648.66,2025-12-30,Updated,No
INV003238,ST06,P0454,50,77,35,5820.0,2025-12-24,Updated,No
INV006661,ST12,P0598,22,36,11,4230.38,,Not Updated,No
INV000468,ST01,P0475,27,32,14,7172.01,2025-12-03,Updated,No
INV001588,ST03,P0415,25,43,16,6081.25,2025-12-02,Updated,No
INV004708,ST09,P0280,0,77,26,0.0,2025-12-21,Updated,No
INV003042,ST06,P0240,24,37,16,14074.8,2025-12-17,Updated,No
INV004947,ST09,P0537,43,10,3,32132.61,2025-12-26,Updated,No
INV002342,ST05,P0054,52,91,30,6138.6,,Not Updated,No
INV003790,ST07,P0453,75,81,27,2703.0,2025-12-26,Updated,No
INV003427,ST07,P0063,64,81,33,12851.84,2025-12-26,Updated,No
INV005998,ST11,P0486,11,41,14,486.2,2025-12-01,Updated,No
INV001365,ST03,P0181,31,75,30,13867.23,2025-12-04,Updated,No
INV006411,ST12,P0330,5,20,6,2137.75,2025-12-08,Updated,No
INV005045,ST10,P0042,19,47,21,5788.35,2025-12-21,Updated,No
INV000295,ST01,P0299,10,22,9,2303.5,2025-12-21,Updated,No
INV002049,ST04,P0323,0,33,15,0.0,2025-12-03,Updated,No
INV005330,ST10,P0346,54,93,38,7182.0,,Not Updated,No
INV005997,ST11,P0485,5,20,9,2806.7,2025-12-11,Updated,No
INV003376,ST07,P0007,12,37,15,6463.32,2025-12-09,Updated,No
INV006659,ST12,P0595,10,18,6,3034.8,2025-12-19,Updated,No
INV001360,ST03,P0176,8,19,6,714.72,2025-12-28,Updated,No
INV001068,ST02,P0477,29,44,13,4423.66,2025-12-11,Updated,No
INV005054,ST10,P0053,22,41,20,11517.44,2025-12-15,Updated,No
INV004743,ST09,P0317,15,34,11,2093.55,2025-12-27,Updated,No
INV006289,ST12,P0201,20,35,17,3194.6,2025-12-28,Updated,No
INV002604,ST05,P0349,66,91,41,9078.3,2025-12-12,Updated,No
INV003800,ST07,P0463,85,64,24,9678.95,2025-12-28,Updated,No
INV002454,ST05,P0179,28,46,22,675.36,2025-12-05,Updated,No
INV006438,ST12,P0358,15,43,20,3952.5,2025-12-21,Updated,No
INV002725,ST05,P0490,18,36,17,8055.54,2025-12-01,Updated,No
INV003663,ST07,P0314,11,43,18,2987.93,2025-12-23,Updated,No
INV004954,ST09,P0545,21,36,14,17485.86,2025-12-06,Updated,No
INV000765,ST02,P0174,5,22,7,996.95,2025-12-04,Updated,No
INV004614,ST09,P0174,6,21,8,1196.34,2025-12-25,Updated,No
INV004230,ST08,P0343,23,42,17,10602.31,2025-12-27,Updated,No
INV001798,ST04,P0037,22,47,17,9181.48,2025-12-24,Updated,No
INV002664,ST05,P0416,9,22,9,1857.42,2025-12-22,Updated,No
INV000451,ST01,P0457,69,77,36,1636.68,2025-12-18,Updated,No
INV001345,ST03,P0161,32,72,26,11389.76,2025-12-12,Updated,No
INV005648,ST11,P0089,18,43,16,3294.72,2025-12-21,Updated,No
INV001543,ST03,P0367,23,34,10,7405.08,2025-12-10,Updated,No
INV006610,ST12,P0542,23,43,15,14839.14,2025-12-23,Updated,No
INV005957,ST11,P0440,37,84,38,2103.45,2025-12-23,Updated,No
INV003037,ST06,P0235,25,41,18,3970.75,2025-12-17,Updated,No
INV000143,ST01,P0145,29,77,30,9477.78,2025-12-24,Updated,No
INV000902,ST02,P0311,11,41,12,3833.72,2025-12-26,Updated,No
INV001504,ST03,P0327,20,38,15,8220.0,2025-12-12,Updated,No
INV002612,ST05,P0359,76,19,7,42756.84,2025-12-25,Updated,No
INV004272,ST08,P0391,80,21,7,21955.2,2025-12-25,Updated,No
INV003048,ST06,P0246,24,47,14,6026.4,2025-12-21,Updated,No
INV004918,ST09,P0508,7,17,8,6740.79,2025-12-06,Updated,No
INV002018,ST04,P0287,20,39,15,7042.2,2025-12-06,Updated,No
INV004566,ST09,P0121,0,88,39,0.0,2025-12-26,Updated,No
INV001932,ST04,P0188,21,34,14,4073.37,2025-12-29,Updated,No
INV000063,ST01,P0064,26,42,13,2760.94,2025-12-21,Updated,No
INV005208,ST10,P0219,7,36,17,3213.49,2025-12-14,Updated,No
INV003278,ST06,P0501,7,19,8,3919.3,2025-12-01,Updated,No
INV001340,ST03,P0155,24,36,13,9616.32,2025-12-26,Updated,No
INV006358,ST12,P0274,9,22,8,2610.0,2025-12-04,Updated,No
INV003453,ST07,P0091,8,22,10,1665.04,2025-12-30,Updated,No
INV001124,ST02,P0533,31,40,17,33061.5,2025-12-10,Updated,No
INV004880,ST09,P0466,24,44,15,1596.24,2025-12-15,Updated,No
INV003196,ST06,P0406,9,18,5,1081.98,2025-12-17,Updated,No
INV005099,ST10,P0102,54,70,26,19453.5,2025-12-09,Updated,No
INV001498,ST03,P0321,271,38,17,66798.79,2025-12-05,Updated,Yes
INV005303,ST10,P0318,125,33,13,9340.0,2025-12-27,Updated,Yes
INV004624,ST09,P0185,49,73,34,20688.78,2025-12-25,Updated,No
INV003468,ST07,P0106,7,18,6,433.44,2025-12-28,Updated,No
INV004745,ST09,P0319,0,82,38,0.0,2025-12-22,Updated,No
INV001200,ST03,P0009,0,75,26,0.0,,Not Updated,No
INV002400,ST05,P0120,26,87,27,3643.64,2025-12-28,Updated,No
INV005809,ST11,P0273,21,46,18,12120.99,2025-12-07,Updated,No
INV002130,ST04,P0412,34,67,30,15125.58,2025-12-27,Updated,No
INV005760,ST11,P0215,21,77,27,445.62,,Not Updated,No
INV005393,ST10,P0410,17,46,19,2031.33,2025-12-09,Updated,No
INV005335,ST10,P0351,23,42,18,5836.25,2025-12-07,Updated,No
INV003470,ST07,P0108,832,80,37,312341.12,2025-12-03,Updated,Yes
INV003262,ST06,P0484,5,16,5,633.15,2025-12-18,Updated,No
INV003546,ST07,P0190,21,44,19,4907.91,2025-12-01,Updated,No
INV004695,ST09,P0266,63,9,3,17625.51,2025-12-19,Updated,No
INV000129,ST01,P0131,13,47,18,4243.46,2025-12-29,Updated,No
INV005851,ST11,P0323,19,32,10,2017.61,2025-12-19,Updated,No
INV005959,ST11,P0442,45,89,34,2804.4,2025-12-13,Updated,No
INV000651,ST02,P0060,31,86,26,916.36,2025-12-14,Updated,No
INV000898,ST02,P0307,17,43,16,4155.99,2025-12-31,Updated,No
INV003930,ST08,P0001,56,67,29,17055.92,2025-12-16,Updated,No
INV003053,ST06,P0251,20,45,21,7686.6,2025-12-03,Updated,No
INV001188,ST02,P0597,26,41,15,10409.36,2025-12-15,Updated,No
INV002001,ST04,P0266,31,9,3,8672.87,2025-12-04,Updated,No
INV002412,ST05,P0134,14,47,14,7356.72,2025-12-22,Updated,No
INV005105,ST10,P0109,55,94,35,11873.95,2025-12-24,Updated,No
INV003266,ST06,P0488,8,19,6,3764.32,2025-12-24,Updated,No
INV001121,ST02,P0530,39,11,3,7266.87,2025-12-18,Updated,No
INV006439,ST12,P0359,7,20,7,3938.13,2025-12-29,Updated,No
INV003729,ST07,P0387,49,89,40,29028.09,2025-12-27,Updated,No
INV000040,ST01,P0041,31,67,23,15893.7,2025-12-28,Updated,No
INV005199,ST10,P0210,10,39,13,1002.5,2025-12-25,Updated,No
INV000482,ST01,P0489,18,43,17,1402.92,2025-12-17,Updated,No
INV004499,ST09,P0046,17,43,15,7855.36,2025-12-24,Updated,No
INV005246,ST10,P0259,8,16,7,2671.04,2025-12-09,Updated,No
INV004170,ST08,P0275,8,23,8,1178.4,2025-12-24,Updated,No
INV001146,ST02,P0555,21,42,16,4410.0,2025-12-12,Updated,No
INV005395,ST10,P0413,80,87,36,20895.2,2025-12-03,Updated,No
INV001868,ST04,P0117,46,79,29,648.6,2025-12-16,Updated,No
INV001928,ST04,P0184,16,43,18,1322.72,2025-12-31,Updated,No
INV003972,ST08,P0050,77,69,32,17356.57,2025-12-06,Updated,No
INV003629,ST07,P0277,24,37,13,12593.28,2025-12-20,Updated,No
INV005993,ST11,P0479,7,21,7,2032.24,2025-12-21,Updated,No
INV001860,ST04,P0108,0,78,24,0.0,2025-12-31,Updated,No
INV005279,ST10,P0294,35,66,26,9890.3,2025-12-22,Updated,No
INV002976,ST06,P0169,20,36,16,7845.8,2025-12-18,Updated,No
INV001103,ST02,P0512,0,47,16,0.0,2025-12-12,Updated,No
INV002882,ST06,P0065,0,83,25,0.0,2025-12-06,Updated,No
INV005353,ST10,P0369,16,44,20,4169.76,2025-12-04,Updated,No
INV005083,ST10,P0085,68,88,29,11408.36,2025-12-14,Updated,No
INV000805,ST02,P0214,851,90,29,201704.02,,Not Updated,Yes
INV004161,ST08,P0265,43,91,32,5513.46,2025-12-28,Updated,No
INV003750,ST07,P0411,14,39,18,5637.38,2025-12-22,Updated,No
INV006298,ST12,P0210,27,35,11,2706.75,2025-12-12,Updated,No
INV001886,ST04,P0138,53,70,21,1564.56,2025-12-28,Updated,No
INV006275,ST12,P0187,61,85,41,14463.1,2025-12-03,Updated,No
INV005484,ST10,P0508,6,20,6,5777.82,2025-12-08,Updated,No
INV004655,ST09,P0220,16,34,12,5400.96,2025-12-12,Updated,No
INV003072,ST06,P0271,29,32,12,4205.0,2025-12-13,Updated,No
INV003324,ST06,P0550,0,34,16,0.0,2025-12-06,Updated,No
INV003323,ST06,P0549,28,9,3,18525.36,2025-12-13,Updated,No
INV001527,ST03,P0351,0,38,11,0.0,2025-12-24,Updated,No
INV005938,ST11,P0417,17,43,15,1535.27,2025-12-20,Updated,No
INV003787,ST07,P0450,4,18,8,94.92,2025-12-29,Updated,No
INV003857,ST07,P0523,0,38,11,0.0,2025-12-27,Updated,No
INV002784,ST05,P0556,6,19,7,7171.74,2025-12-18,Updated,No
INV003303,ST06,P0528,23,33,12,19333.34,2025-12-18,Updated,No
INV000683,ST02,P0092,32,84,39,1855.04,2025-12-28,Updated,No
INV002286,ST04,P0592,31,8,3,6828.99,2025-12-31,Updated,No
INV003758,ST07,P0419,16,38,14,9058.56,2025-12-11,Updated,No
INV001444,ST03,P0262,22,39,17,1240.14,2025-12-29,Updated,No
INV003265,ST06,P0487,20,42,18,8501.0,2025-12-23,Updated,No
INV001806,ST04,P0045,66,77,32,28469.1,2025-12-10,Updated,No
INV002243,ST04,P0541,30,44,13,19277.1,2025-12-05,Updated,No
INV001796,ST04,P0034,20,33,14,6679.6,2025-12-22,Updated,No
INV002642,ST05,P0393,24,42,13,12798.48,2025-12-26,Updated,No
INV000031,ST01,P0032,18,40,18,3264.3,2025-12-03,Updated,No
INV002930,ST06,P0115,0,39,17,0.0,2025-12-22,Updated,No
INV005923,ST11,P0399,267,45,17,127100.01,2025-12-16,Updated,Yes
INV004653,ST09,P0216,26,40,17,9508.98,2025-12-31,Updated,No
INV001563,ST03,P0387,67,88,41,39691.47,2025-12-19,Updated,No
INV000603,ST02,P0012,43,68,22,2693.95,2025-12-11,Updated,No
INV002652,ST05,P0404,20,40,17,10798.8,2025-12-20,Updated,No
INV001073,ST02,P0482,14,32,14,3628.38,2025-12-09,Updated,No
INV000930,ST02,P0339,3,22,7,958.23,2025-12-09,Updated,No
INV004355,ST08,P0489,237,36,17,18471.78,2025-12-10,Updated,Yes
INV002433,ST05,P0155,28,33,10,11219.04,2025-12-24,Updated,No
INV003717,ST07,P0374,32,41,12,16433.28,2025-12-13,Updated,No
INV000012,ST01,P0013,21,35,12,2634.24,2025-12-27,Updated,No
INV006355,ST12,P0271,22,40,12,3190.0,2025-12-19,Updated,No
INV004962,ST09,P0553,15,36,13,8201.1,2025-12-06,Updated,No
INV005092,ST10,P0095,78,75,24,6681.48,2025-12-31,Updated,No
INV003728,ST07,P0386,5,22,10,2749.0,2025-12-22,Updated,No
INV005424,ST10,P0445,50,36,11,4190.0,2025-12-12,Updated,No
INV002619,ST05,P0366,7,21,7,2469.74,2025-12-30,Updated,No
INV002501,ST05,P0232,50,80,31,27740.5,2025-12-17,Updated,No
INV006370,ST12,P0286,9,23,10,1539.54,2025-12-04,Updated,No
INV001734,ST03,P0564,7,21,10,15528.87,2025-12-17,Updated,No
INV003593,ST07,P0238,7,19,9,573.58,2025-12-22,Updated,No
INV003496,ST07,P0134,23,33,10,12086.04,2025-12-10,Updated,No
INV002379,ST05,P0094,16,33,14,3054.4,2025-12-19,Updated,No
INV004901,ST09,P0490,0,34,11,0.0,2025-12-12,Updated,No
INV006331,ST12,P0245,13,40,15,5985.72,2025-12-20,Updated,No
INV002806,ST05,P0582,9,17,5,14050.98,2025-12-25,Updated,No
INV002623,ST05,P0370,63,76,28,17846.64,2025-12-06,Updated,No
INV005592,ST11,P0023,0,41,13,0.0,2025-12-31,Updated,No
INV001548,ST03,P0372,0,32,14,0.0,2025-12-02,Updated,No
INV006623,ST12,P0557,8,18,8,8869.28,2025-12-25,Updated,No
INV002989,ST06,P0184,25,38,15,2066.75,,Not Updated,No
INV002397,ST05,P0116,20,46,14,930.4,2025-12-30,Updated,No
INV004086,ST08,P0179,15,33,15,361.8,2025-12-05,Updated,No
INV006106,ST12,P0012,62,91,34,3884.3,2025-12-13,Updated,No
INV002278,ST04,P0584,4,18,6,6168.48,2025-12-14,Updated,No
INV001452,ST03,P0270,10,47,19,594.2,2025-12-12,Updated,No
INV001169,ST02,P0578,17,36,15,19184.5,2025-12-30,Updated,No
INV002277,ST04,P0583,15,35,12,27618.9,2025-12-08,Updated,No
INV000789,ST02,P0198,5,16,5,240.75,2025-12-12,Updated,No
INV004053,ST08,P0143,92,77,30,30157.6,2025-12-31,Updated,No
INV001966,ST04,P0227,18,42,14,4620.42,2025-12-13,Updated,No
INV001639,ST03,P0466,20,44,21,1330.2,2025-12-09,Updated,No
INV005631,ST11,P0069,31,81,35,2036.08,2025-12-30,Updated,No
INV005635,ST11,P0074,85,84,27,7725.65,2025-12-02,Updated,No
INV001660,ST03,P0488,8,23,8,3764.32,2025-12-13,Updated,No
INV001242,ST03,P0053,19,47,22,9946.88,2025-12-07,Updated,No
INV002181,ST04,P0472,55,9,3,4408.8,2025-12-10,Updated,No
INV005820,ST11,P0284,30,42,19,16599.3,2025-12-21,Updated,No
INV003682,ST07,P0336,20,36,13,976.6,2025-12-09,Updated,No
INV006606,ST12,P0538,34,9,3,35502.46,2025-12-20,Updated,No
INV004292,ST08,P0415,170,46,18,41352.5,2025-12-25,Updated,Yes
INV005776,ST11,P0235,17,46,16,2700.11,2025-12-27,Updated,No
INV004953,ST09,P0544,10,16,7,4183.1,2025-12-30,Updated,No
INV003582,ST07,P0226,7,16,5,3705.31,2025-12-02,Updated,No
